DPCOEF,POROS,MMP,SOINIT,XKVH,SOLRAT,RF_1HCPV,RF_2HCPV
0.878,0.098,1587.231,0.448,0.084,5.244,3.129,3.732
0.783,0.094,1460.405,0.411,0.1,5.707,2.917,3.964
0.865,0.098,1780.91,0.362,0.1,5.128,1.857,2.32
0.77,0.098,1824.248,0.416,0.099,9.03,2.887,4.014
0.793,0.107,1680.554,0.392,0.087,4.065,2.477,3.382
0.792,0.101,1735.366,0.452,0.079,7.911,3.657,4.892
0.922,0.103,1421.947,0.406,0.1,9.8,2.359,2.464
0.877,0.093,1562.896,0.4,0.1,7.248,2.384,2.836
0.844,0.095,1544.02,0.401,0.1,2.358,2.434,3.101
0.849,0.104,1620.163,0.407,0.088,2.911,2.504,3.168
0.822,0.101,1481.67,0.414,0.089,8.71,2.815,3.665
0.905,0.096,1619.658,0.357,0.1,4.886,1.884,2.08
0.813,0.099,1650.572,0.364,0.1,5.232,2.063,2.766
0.798,0.1,1454.349,0.382,0.09,9.079,2.393,3.24
0.764,0.104,1453.98,0.396,0.1,7.644,2.759,3.819
0.86,0.093,1379.851,0.383,0.1,7.695,2.191,2.694
0.85,0.101,1692.541,0.374,0.1,7.382,2.093,2.646
0.798,0.102,1544.093,0.436,0.094,7.064,3.348,4.445
0.725,0.108,1501.434,0.347,0.1,8.041,2.149,3.07
0.872,0.104,1700.143,0.438,0.1,7.606,2.963,3.583
0.717,0.097,1460.58,0.433,0.099,2.762,3.75,5.233
0.845,0.102,1577.296,0.41,0.1,3.764,2.602,3.301
0.917,0.103,1685.668,0.347,0.1,2.87,1.761,1.891
0.805,0.103,1623.034,0.375,0.1,8.464,2.254,3.03
0.777,0.104,1616.663,0.447,0.089,6.762,3.712,5.0
0.845,0.106,1468.355,0.433,0.09,9.72,3.047,3.826
0.867,0.094,1480.466,0.443,0.084,7.745,3.118,3.776
0.82,0.095,1625.884,0.455,0.1,5.963,3.591,4.657
0.915,0.104,1365.131,0.354,0.085,9.461,1.878,1.979
0.736,0.097,1746.511,0.402,0.1,9.726,2.862,4.037
0.814,0.093,1551.167,0.424,0.084,7.019,3.016,3.96
0.847,0.099,1573.845,0.384,0.1,7.009,2.264,2.854
0.878,0.104,1515.68,0.393,0.088,6.64,2.306,2.725
0.767,0.095,1751.006,0.381,0.1,2.677,2.309,3.263
0.863,0.102,1646.328,0.349,0.084,8.122,1.862,2.286
0.82,0.091,1584.576,0.356,0.1,9.012,1.973,2.612
0.8,0.095,1626.789,0.344,0.1,6.461,1.88,2.563
0.757,0.098,1561.661,0.399,0.1,3.548,2.791,3.882
0.879,0.094,1589.491,0.405,0.099,8.499,2.454,2.906
0.763,0.104,1553.72,0.383,0.1,9.162,2.534,3.522
0.788,0.105,1571.885,0.423,0.094,8.449,3.144,4.228
0.785,0.103,1538.109,0.43,0.1,3.694,3.263,4.404
0.881,0.097,1418.218,0.366,0.1,3.735,1.94,2.278
0.839,0.1,1381.99,0.352,0.084,5.666,1.897,2.438
0.863,0.096,1477.029,0.384,0.1,3.26,2.167,2.661
0.779,0.098,1512.826,0.413,0.1,7.5,2.985,4.059
0.831,0.1,1759.59,0.398,0.097,7.665,2.401,3.142
0.823,0.103,1635.472,0.397,0.1,9.892,2.491,3.258
0.871,0.094,1813.36,0.367,0.093,5.029,1.863,2.312
0.891,0.098,1547.258,0.387,0.098,7.805,2.206,2.529
0.717,0.106,1568.91,0.442,0.1,5.973,4.016,5.56
0.839,0.099,1675.402,0.386,0.1,3.299,2.214,2.865
0.736,0.107,1624.36,0.404,0.1,9.297,3.005,4.203
0.82,0.109,1608.484,0.353,0.094,2.479,1.886,2.516
0.785,0.1,1623.597,0.354,0.091,2.337,1.96,2.727
0.788,0.098,1626.402,0.392,0.1,4.119,2.523,3.45
0.794,0.104,1694.655,0.404,0.1,9.997,2.693,3.646
0.831,0.096,1655.572,0.388,0.093,2.166,2.257,2.961
0.791,0.097,1812.345,0.37,0.098,5.385,2.056,2.874
0.85,0.103,1803.219,0.415,0.1,6.149,2.554,3.26
0.801,0.099,1575.583,0.366,0.099,4.517,2.125,2.881
0.741,0.096,1380.188,0.409,0.1,7.644,3.095,4.334
0.86,0.102,1344.648,0.442,0.087,4.986,3.042,3.739
0.785,0.103,1448.912,0.395,0.085,7.292,2.651,3.617
0.804,0.095,1416.11,0.373,0.1,4.752,2.2,2.972
0.841,0.097,1559.241,0.425,0.1,3.199,2.85,3.627
0.791,0.097,1397.557,0.398,0.1,6.499,2.638,3.583
0.738,0.099,1640.163,0.436,0.097,6.422,3.681,5.081
0.797,0.103,1485.017,0.413,0.1,4.108,2.873,3.86
0.904,0.102,1604.219,0.393,0.1,4.89,2.212,2.46
0.834,0.102,1436.214,0.405,0.1,5.481,2.59,3.327
0.839,0.091,1723.907,0.369,0.099,6.5,2.021,2.624
0.833,0.095,1700.984,0.389,0.1,7.139,2.313,3.012
0.771,0.097,1563.757,0.404,0.1,2.994,2.796,3.857
0.802,0.097,1773.141,0.403,0.1,3.162,2.534,3.457
0.853,0.095,1482.828,0.403,0.1,4.932,2.485,3.097
0.75,0.099,1716.993,0.415,0.1,5.327,3.091,4.301
0.783,0.094,1614.087,0.361,0.1,4.655,2.096,2.899
0.783,0.103,1543.566,0.356,0.1,7.173,2.086,2.875
0.804,0.103,1423.227,0.367,0.098,9.709,2.164,2.921
0.923,0.101,1475.602,0.42,0.097,6.841,2.526,2.657
0.741,0.094,1742.886,0.354,0.1,3.391,2.019,2.908
0.816,0.105,1633.992,0.375,0.1,4.626,2.191,2.92
0.767,0.107,1506.585,0.378,0.099,6.36,2.447,3.397
0.917,0.096,1598.753,0.408,0.1,4.507,2.35,2.536
0.753,0.102,1439.322,0.39,0.092,5.697,2.69,3.762
0.8,0.104,1433.385,0.373,0.1,6.629,2.247,3.038
0.851,0.1,1771.15,0.394,0.1,7.648,2.277,2.896
0.845,0.098,1587.079,0.41,0.1,3.88,2.604,3.304
0.803,0.1,1555.112,0.419,0.094,5.761,2.975,3.957
0.793,0.1,1804.255,0.364,0.095,5.263,1.972,2.756
0.8,0.099,1567.993,0.413,0.088,2.768,2.817,3.784
0.781,0.106,1546.015,0.336,0.1,6.816,1.879,2.6
0.772,0.103,1521.67,0.414,0.09,8.234,3.047,4.165
0.811,0.097,1620.199,0.409,0.075,8.802,2.73,3.622
0.782,0.101,1618.067,0.395,0.086,2.587,2.57,3.536
0.785,0.102,1353.99,0.365,0.1,6.517,2.165,3.0
0.837,0.095,1650.463,0.417,0.093,9.898,2.748,3.523
0.916,0.098,1704.796,0.356,0.1,8.042,1.866,2.003
0.828,0.106,1637.081,0.431,0.1,6.718,3.074,3.968
0.744,0.101,1746.964,0.418,0.094,2.239,3.105,4.36
0.743,0.097,1523.058,0.415,0.091,2.501,3.162,4.404
0.907,0.095,1485.893,0.416,0.1,2.426,2.434,2.698
0.786,0.1,1666.569,0.355,0.1,8.352,2.01,2.779
0.748,0.1,1484.23,0.451,0.073,6.347,4.028,5.502
0.827,0.098,1428.058,0.427,0.085,4.449,2.963,3.832
0.831,0.101,1431.874,0.398,0.082,9.003,2.505,3.237
0.835,0.094,1695.821,0.413,0.098,8.493,2.67,3.442
0.782,0.095,1371.922,0.415,0.1,8.225,2.984,4.067
0.719,0.1,1528.259,0.424,0.098,8.191,3.564,4.967
0.914,0.094,1452.491,0.378,0.094,3.531,2.014,2.153
0.779,0.105,1689.961,0.388,0.1,9.005,2.491,3.433
0.84,0.095,1601.05,0.42,0.1,3.575,2.781,3.554
0.845,0.102,1492.324,0.418,0.091,8.906,2.774,3.49
0.829,0.099,1688.042,0.399,0.092,9.133,2.472,3.222
0.788,0.099,1688.024,0.39,0.092,7.699,2.481,3.394
0.782,0.103,1606.988,0.444,0.097,7.671,3.616,4.852
0.827,0.1,1522.829,0.391,0.1,4.086,2.391,3.118
0.879,0.103,1627.108,0.417,0.1,4.505,2.584,3.08
0.905,0.1,1790.617,0.391,0.092,6.581,2.104,2.379
0.751,0.101,1396.408,0.383,0.086,6.579,2.568,3.615
0.762,0.103,1519.205,0.407,0.1,4.717,2.942,4.063
0.904,0.101,1526.483,0.421,0.1,9.172,2.62,2.91
0.851,0.101,1642.563,0.448,0.1,3.05,3.215,4.039
0.884,0.104,1649.42,0.367,0.1,5.116,1.975,2.318
0.771,0.107,1492.709,0.429,0.093,4.068,3.322,4.53
0.826,0.099,1497.226,0.399,0.1,9.432,2.548,3.311
0.844,0.101,1786.326,0.361,0.098,3.143,1.834,2.401
0.84,0.094,1690.557,0.42,0.087,5.766,2.762,3.535
0.801,0.098,1791.228,0.385,0.1,2.337,2.206,3.052
0.72,0.099,1724.898,0.428,0.1,8.228,3.559,4.971
0.825,0.104,1569.038,0.368,0.1,7.29,2.132,2.788
0.78,0.1,1448.133,0.413,0.1,8.742,2.98,4.056
0.806,0.103,1641.773,0.382,0.092,4.343,2.304,3.103
0.91,0.092,1551.711,0.378,0.081,6.424,2.076,2.257
0.8,0.1,1576.72,0.351,0.088,9.667,1.976,2.689
0.872,0.106,1576.872,0.396,0.09,4.022,2.315,2.787
0.769,0.097,1793.105,0.39,0.1,9.231,2.442,3.43
0.839,0.093,1411.334,0.354,0.098,9.58,1.924,2.475
0.921,0.099,1486.437,0.375,0.099,5.024,2.027,2.115
0.75,0.102,1634.349,0.397,0.1,4.653,2.768,3.869
0.714,0.1,1755.35,0.421,0.1,4.266,3.393,4.774
0.804,0.1,1778.467,0.437,0.097,8.742,3.192,4.261
0.748,0.102,1618.157,0.398,0.1,7.47,2.846,3.968
0.853,0.097,1378.873,0.391,0.093,3.675,2.251,2.819
0.893,0.103,1555.575,0.441,0.1,8.841,2.981,3.421
0.804,0.096,1779.128,0.443,0.087,3.532,3.296,4.412
0.78,0.099,1599.983,0.372,0.1,5.918,2.271,3.132
0.804,0.102,1678.168,0.4,0.1,2.915,2.525,3.412
0.848,0.104,1520.125,0.423,0.1,7.187,2.85,3.565
0.715,0.104,1367.091,0.423,0.1,7.278,3.56,5.001
0.826,0.103,1624.509,0.41,0.1,4.898,2.687,3.501
0.83,0.098,1727.653,0.396,0.097,2.832,2.337,3.083
0.833,0.095,1858.147,0.391,0.091,6.367,2.173,2.891
0.778,0.097,1733.846,0.421,0.1,9.366,3.046,4.166
0.846,0.105,1616.661,0.375,0.091,8.328,2.16,2.731
0.748,0.105,1634.615,0.392,0.089,6.594,2.727,3.815
0.771,0.107,1722.094,0.402,0.097,2.602,2.671,3.724
0.882,0.094,1359.715,0.424,0.1,7.246,2.668,3.131
0.851,0.1,1806.705,0.388,0.1,4.753,2.143,2.755
0.719,0.102,1609.517,0.401,0.1,7.904,3.045,4.282
0.779,0.102,1807.099,0.38,0.083,2.325,2.197,3.108
0.773,0.102,1694.12,0.424,0.094,5.856,3.176,4.341
0.782,0.103,1465.581,0.419,0.1,4.851,3.07,4.164
0.779,0.098,1472.473,0.423,0.097,2.116,3.096,4.225
0.74,0.096,1552.302,0.353,0.1,5.762,2.146,3.047
0.808,0.096,1517.986,0.397,0.1,3.215,2.52,3.371
0.85,0.092,1581.201,0.365,0.098,2.175,1.959,2.486
0.829,0.098,1632.984,0.41,0.097,6.92,2.676,3.47
0.839,0.094,1580.329,0.383,0.099,9.895,2.257,2.889
0.745,0.098,1400.776,0.418,0.085,7.419,3.267,4.545
0.907,0.101,1833.771,0.354,0.1,9.057,1.744,1.954
0.872,0.105,1576.626,0.398,0.1,3.01,2.317,2.799
0.865,0.104,1736.273,0.364,0.097,4.369,1.9,2.36
0.869,0.097,1415.377,0.401,0.099,8.147,2.421,2.921
0.9,0.095,1715.099,0.405,0.1,3.431,2.285,2.621
0.819,0.096,1476.672,0.395,0.1,6.766,2.5,3.283
0.771,0.108,1659.777,0.38,0.1,5.775,2.411,3.35
0.83,0.101,1653.272,0.347,0.1,6.823,1.869,2.443
0.852,0.096,1772.584,0.409,0.092,9.729,2.467,3.127
0.851,0.104,1540.254,0.428,0.085,8.128,2.935,3.656
0.816,0.099,1440.046,0.414,0.1,9.913,2.83,3.714
0.741,0.106,1743.865,0.431,0.092,2.978,3.431,4.785
0.796,0.097,1544.303,0.437,0.1,5.708,3.359,4.47
0.895,0.099,1504.588,0.394,0.1,3.973,2.23,2.532
0.825,0.1,1595.834,0.411,0.1,7.328,2.74,3.559
0.818,0.105,1462.186,0.39,0.088,2.113,2.344,3.107
0.782,0.105,1531.2,0.435,0.091,9.148,3.428,4.614
0.796,0.101,1563.345,0.402,0.097,6.808,2.7,3.634
0.887,0.097,1523.396,0.416,0.1,7.366,2.589,3.003
0.838,0.099,1584.687,0.341,0.1,8.354,1.843,2.366
0.861,0.108,1563.129,0.402,0.1,7.966,2.495,3.057
0.807,0.101,1698.571,0.415,0.077,7.498,2.829,3.775
0.832,0.103,1778.812,0.378,0.1,9.581,2.107,2.769
0.779,0.099,1434.782,0.341,0.1,3.9,1.886,2.634
0.845,0.1,1721.659,0.415,0.091,2.76,2.594,3.328
0.803,0.099,1789.18,0.385,0.095,7.051,2.271,3.102
0.805,0.102,1662.493,0.392,0.1,2.515,2.406,3.255
0.835,0.105,1874.614,0.402,0.094,6.434,2.316,3.067
0.901,0.1,1545.576,0.362,0.094,7.595,1.968,2.182
0.74,0.1,1725.231,0.361,0.1,7.392,2.167,3.094
0.869,0.098,1657.65,0.443,0.1,4.701,3.047,3.712
0.785,0.096,1541.282,0.386,0.1,7.426,2.48,3.387
0.806,0.107,1669.439,0.378,0.1,4.679,2.242,3.029
0.723,0.098,1602.901,0.351,0.1,8.446,2.153,3.078
0.787,0.104,1484.432,0.37,0.081,8.976,2.259,3.102
0.813,0.102,1476.913,0.393,0.1,7.327,2.499,3.304
0.737,0.104,1672.87,0.386,0.1,7.019,2.631,3.711
0.812,0.106,1672.289,0.392,0.1,4.301,2.415,3.231
0.898,0.101,1609.379,0.412,0.093,5.722,2.476,2.816
0.751,0.105,1600.425,0.407,0.09,3.841,2.967,4.128
0.856,0.096,1480.019,0.397,0.089,7.634,2.411,2.986
0.801,0.101,1577.978,0.422,0.1,7.203,3.046,4.051
0.836,0.103,1747.854,0.427,0.1,2.874,2.81,3.65
0.781,0.097,1738.293,0.404,0.1,9.183,2.693,3.703
0.763,0.103,1652.948,0.363,0.089,9.901,2.17,3.053
0.763,0.103,1878.187,0.391,0.1,3.133,2.352,3.378
0.742,0.104,1761.335,0.407,0.09,4.204,2.905,4.094
0.768,0.098,1461.683,0.354,0.093,8.572,2.095,2.937
0.838,0.102,1568.038,0.343,0.096,5.16,1.846,2.374
0.883,0.098,1454.106,0.44,0.092,2.461,2.888,3.404
0.867,0.103,1589.648,0.414,0.089,9.294,2.629,3.193
0.841,0.1,1699.373,0.367,0.1,6.203,2.02,2.603
0.753,0.101,1467.457,0.394,0.081,2.248,2.688,3.767
0.785,0.099,1753.289,0.372,0.094,5.478,2.158,3.004
0.788,0.096,1621.487,0.34,0.098,8.675,1.856,2.564
0.779,0.096,1687.421,0.39,0.1,5.155,2.497,3.448
0.815,0.094,1390.156,0.408,0.1,3.042,2.635,3.493
0.818,0.101,1429.965,0.441,0.097,2.329,3.241,4.239
0.794,0.104,1638.763,0.418,0.093,8.235,2.976,3.997
0.794,0.092,1729.338,0.376,0.1,6.082,2.205,3.031
0.87,0.094,1749.321,0.385,0.092,4.563,2.111,2.599
0.861,0.1,1663.159,0.399,0.1,8.611,2.394,2.951
0.788,0.103,1490.181,0.372,0.098,2.906,2.214,3.048
0.893,0.096,1487.36,0.424,0.1,3.31,2.619,3.012
0.908,0.097,1753.868,0.369,0.1,5.112,1.905,2.124
0.79,0.097,1442.767,0.381,0.1,2.313,2.32,3.185
0.794,0.099,1662.287,0.403,0.099,8.831,2.682,3.627
0.814,0.097,1610.226,0.363,0.1,5.665,2.069,2.763
0.903,0.098,1575.419,0.406,0.1,6.751,2.4,2.679
0.882,0.103,1581.532,0.439,0.1,2.37,2.889,3.433
0.751,0.101,1800.689,0.411,0.1,8.93,2.923,4.101
0.799,0.094,1742.075,0.422,0.092,9.756,2.934,3.95
0.821,0.101,1744.106,0.393,0.076,9.102,2.37,3.15
0.813,0.1,1570.539,0.388,0.1,7.474,2.415,3.199
0.77,0.106,1438.768,0.385,0.1,8.336,2.546,3.527
0.877,0.098,1880.279,0.409,0.087,8.789,2.278,2.797
0.84,0.103,1461.746,0.399,0.1,3.733,2.439,3.116
0.872,0.103,1604.712,0.396,0.096,3.146,2.28,2.759
0.877,0.097,1518.246,0.36,0.1,3.634,1.918,2.276
0.853,0.106,1603.24,0.41,0.094,9.105,2.609,3.249
0.805,0.1,1534.282,0.414,0.093,4.692,2.852,3.796
0.829,0.102,1763.763,0.372,0.099,3.226,2.005,2.671
0.763,0.095,1824.512,0.417,0.088,9.997,2.921,4.082
0.839,0.097,1571.683,0.429,0.1,3.346,2.941,3.752
0.767,0.101,1412.402,0.37,0.1,2.93,2.244,3.154
0.843,0.098,1653.83,0.394,0.089,8.672,2.379,3.033
0.776,0.1,1560.37,0.429,0.094,8.762,3.325,4.506
0.754,0.099,1849.744,0.397,0.1,6.398,2.571,3.653
0.764,0.102,1426.836,0.422,0.097,4.201,3.21,4.414
0.707,0.1,1446.433,0.374,0.1,4.461,2.604,3.718
0.847,0.091,1667.398,0.354,0.09,4.428,1.872,2.392
0.85,0.102,1691.57,0.353,0.097,8.925,1.883,2.384
0.815,0.099,1591.2,0.445,0.099,2.137,3.353,4.402
0.764,0.098,1523.4,0.369,0.1,7.683,2.31,3.225
0.746,0.094,1536.148,0.428,0.093,9.642,3.463,4.782
0.722,0.097,1546.648,0.384,0.1,8.019,2.714,3.838
0.764,0.097,1501.372,0.349,0.1,5.927,2.038,2.86
0.886,0.106,1736.036,0.377,0.1,2.658,1.96,2.327
0.778,0.099,1408.231,0.398,0.1,2.244,2.623,3.626
0.794,0.093,1570.758,0.361,0.095,3.666,2.069,2.833
0.751,0.095,1686.853,0.435,0.09,6.898,3.556,4.892
0.775,0.094,1326.241,0.432,0.086,5.634,3.334,4.553
0.816,0.101,1751.831,0.367,0.1,6.815,2.027,2.729
0.829,0.096,1670.071,0.415,0.1,2.686,2.681,3.506
0.778,0.1,1414.923,0.395,0.1,8.622,2.659,3.653
0.738,0.099,1762.52,0.448,0.097,7.433,3.899,5.383
0.799,0.104,1596.167,0.352,0.1,7.102,1.999,2.715
0.777,0.098,1649.806,0.395,0.1,3.382,2.599,3.59
0.774,0.1,1754.281,0.381,0.092,6.368,2.332,3.26
0.911,0.103,1753.744,0.414,0.075,4.044,2.361,2.636
0.83,0.099,1571.245,0.362,0.1,9.46,2.042,2.655
0.821,0.104,1506.843,0.406,0.088,5.734,2.669,3.488
0.802,0.102,1515.258,0.44,0.097,4.46,3.38,4.476
0.804,0.099,1694.743,0.394,0.1,9.605,2.48,3.339
0.819,0.1,1787.294,0.394,0.095,3.646,2.321,3.123
0.843,0.107,1414.024,0.397,0.1,5.943,2.439,3.089
0.844,0.102,1351.996,0.392,0.1,3.367,2.267,2.889
0.766,0.106,1721.474,0.394,0.092,2.754,2.555,3.583
0.813,0.096,1563.796,0.395,0.1,2.415,2.45,3.266
0.802,0.1,1523.071,0.456,0.1,2.126,3.688,4.881
0.88,0.106,1484.139,0.363,0.1,7.675,2.002,2.339
0.832,0.098,1549.733,0.381,0.094,5.103,2.248,2.91
0.818,0.107,1828.336,0.374,0.093,9.375,2.034,2.756
0.754,0.094,1835.769,0.4,0.094,7.013,2.658,3.763
0.828,0.106,1544.279,0.335,0.095,8.454,1.823,2.373
0.754,0.099,1819.156,0.435,0.096,4.26,3.394,4.721
0.792,0.094,1532.326,0.4,0.075,3.702,2.648,3.588
0.76,0.105,1738.156,0.432,0.1,5.553,3.374,4.649
0.843,0.097,1495.348,0.386,0.097,8.62,2.309,2.93
0.772,0.092,1723.274,0.367,0.093,5.833,2.15,3.018
0.799,0.095,1552.332,0.372,0.1,6.403,2.232,3.02
0.887,0.102,1487.697,0.395,0.1,4.868,2.285,2.643
0.771,0.108,1791.65,0.349,0.096,6.739,1.874,2.666
0.814,0.095,1496.35,0.419,0.1,6.045,2.916,3.83
0.802,0.1,1861.664,0.42,0.094,5.7,2.765,3.77
0.721,0.096,1439.797,0.412,0.088,6.39,3.282,4.604
0.862,0.103,1342.47,0.432,0.1,5.35,2.858,3.502
0.742,0.095,1747.497,0.401,0.095,8.299,2.815,3.964
0.81,0.097,1627.216,0.396,0.1,2.545,2.466,3.308
0.822,0.096,1575.486,0.399,0.1,4.833,2.536,3.326
0.832,0.101,1421.464,0.371,0.096,8.026,2.14,2.772
0.842,0.105,1623.379,0.398,0.1,4.925,2.44,3.113
0.78,0.1,1566.215,0.4,0.1,5.756,2.738,3.741
0.716,0.093,1595.046,0.417,0.084,5.138,3.408,4.764
0.848,0.101,1642.067,0.386,0.1,4.802,2.246,2.845
0.818,0.104,1645.418,0.359,0.1,6.397,2.009,2.669
0.872,0.095,1815.785,0.404,0.095,3.308,2.266,2.811
0.868,0.094,1650.821,0.419,0.1,5.487,2.661,3.245
0.873,0.096,1547.169,0.445,0.096,8.036,3.12,3.738
0.811,0.103,1543.586,0.359,0.1,2.075,1.964,2.649
0.791,0.101,1593.068,0.416,0.1,6.823,2.964,3.99
0.862,0.1,1516.053,0.404,0.1,9.856,2.5,3.056
0.807,0.097,1560.306,0.342,0.095,5.222,1.864,2.515
0.768,0.098,1731.419,0.413,0.1,6.313,2.949,4.074
0.876,0.107,1741.12,0.345,0.096,3.122,1.716,2.081
0.884,0.097,1641.162,0.419,0.086,7.651,2.621,3.088
0.809,0.106,1625.977,0.413,0.1,5.343,2.82,3.745
0.744,0.101,1577.269,0.411,0.1,8.152,3.125,4.342
0.798,0.095,1643.996,0.363,0.1,3.007,2.041,2.797
0.864,0.1,1713.157,0.435,0.093,2.605,2.852,3.536
0.889,0.107,1682.773,0.432,0.1,4.248,2.753,3.228
0.771,0.099,1379.892,0.432,0.1,3.396,3.346,4.576
0.741,0.105,1680.008,0.387,0.1,8.538,2.638,3.716
0.882,0.097,1675.48,0.397,0.1,8.063,2.305,2.723
0.799,0.101,1433.485,0.362,0.097,9.733,2.119,2.883
0.819,0.104,1464.452,0.352,0.1,2.533,1.886,2.513
0.915,0.106,1704.612,0.353,0.093,4.299,1.818,1.96
0.741,0.1,1618.252,0.402,0.1,9.764,2.935,4.105
0.835,0.102,1720.816,0.384,0.091,2.853,2.166,2.838
0.743,0.091,1482.357,0.403,0.089,5.919,2.968,4.142
0.797,0.097,1374.234,0.404,0.095,7.247,2.706,3.652
0.864,0.097,1470.732,0.433,0.098,3.82,2.898,3.54
0.804,0.094,1585.417,0.43,0.1,8.209,3.172,4.197
0.94,0.097,1607.071,0.413,0.094,8.818,2.401,2.4
0.821,0.098,1739.957,0.422,0.1,5.182,2.85,3.754
0.79,0.108,1673.983,0.335,0.097,7.633,1.806,2.494
0.774,0.102,1858.411,0.342,0.095,6.246,1.695,2.45
0.794,0.099,1419.036,0.395,0.1,7.442,2.591,3.509
0.797,0.108,1453.101,0.408,0.095,5.599,2.804,3.769
0.741,0.096,1423.223,0.42,0.1,2.271,3.26,4.551
0.796,0.1,1611.768,0.394,0.1,4.595,2.531,3.427
0.808,0.102,1519.169,0.438,0.086,4.359,3.31,4.358
0.848,0.093,1661.366,0.422,0.099,9.394,2.783,3.504
0.837,0.102,1454.546,0.361,0.094,5.507,2.01,2.585
0.845,0.094,1436.288,0.393,0.084,9.228,2.377,3.007
0.714,0.095,1587.802,0.454,0.1,2.045,4.27,5.91
0.774,0.096,1560.119,0.391,0.1,7.058,2.611,3.593
0.837,0.106,1724.642,0.389,0.093,5.653,2.28,2.957
0.811,0.102,1729.002,0.382,0.1,2.357,2.182,2.965
0.712,0.102,1445.386,0.397,0.1,5.742,3.02,4.272
0.864,0.101,1716.201,0.414,0.1,5.071,2.554,3.155
0.858,0.098,1619.91,0.351,0.1,3.706,1.844,2.299
0.82,0.101,1601.069,0.424,0.1,2.63,2.915,3.828
0.741,0.099,1430.604,0.435,0.1,8.323,3.677,5.079
0.856,0.095,1683.513,0.419,0.088,6.867,2.688,3.351
0.825,0.102,1403.605,0.434,0.1,6.726,3.147,4.066
0.86,0.095,1523.572,0.359,0.1,9.246,1.975,2.43
0.854,0.096,1431.064,0.394,0.088,2.098,2.275,2.85
0.864,0.104,1609.377,0.355,0.089,6.332,1.927,2.356
0.816,0.102,1647.297,0.424,0.084,9.622,2.984,3.92
0.759,0.101,1759.836,0.441,0.1,5.6,3.569,4.906
0.839,0.099,1681.132,0.382,0.096,5.777,2.206,2.846
0.831,0.099,1816.327,0.4,0.087,2.557,2.314,3.082
0.852,0.102,1692.566,0.382,0.1,7.632,2.186,2.753
0.765,0.103,1531.632,0.389,0.1,8.095,2.624,3.634
0.77,0.1,1614.632,0.396,0.093,3.112,2.646,3.666
0.886,0.108,1587.105,0.42,0.1,7.106,2.653,3.093
0.853,0.107,1620.49,0.367,0.098,4.988,2.025,2.537
0.891,0.099,1622.468,0.368,0.084,6.518,1.998,2.294
0.855,0.104,1668.436,0.373,0.1,7.399,2.09,2.612
0.827,0.1,1422.262,0.352,0.1,2.806,1.873,2.466
0.836,0.1,1686.492,0.407,0.1,4.407,2.556,3.304
0.886,0.093,1460.854,0.372,0.1,8.74,2.049,2.371
0.824,0.101,1368.683,0.393,0.096,3.356,2.367,3.112
0.833,0.106,1605.726,0.41,0.1,7.201,2.697,3.468
0.763,0.103,1625.529,0.394,0.1,8.692,2.693,3.734
0.81,0.103,1379.203,0.433,0.099,6.999,3.197,4.211
0.847,0.096,1604.647,0.418,0.1,8.282,2.747,3.456
0.782,0.098,1610.557,0.38,0.096,5.912,2.38,3.271
0.771,0.097,1397.206,0.364,0.1,9.061,2.209,3.093
0.789,0.098,1672.152,0.431,0.1,7.418,3.256,4.381
0.778,0.101,1494.556,0.39,0.1,4.734,2.568,3.531
0.773,0.099,1707.653,0.389,0.083,6.159,2.503,3.474
0.803,0.101,1536.533,0.422,0.1,7.176,3.034,4.025
0.891,0.099,1593.293,0.339,0.1,8.301,1.82,2.074
0.814,0.098,1760.476,0.394,0.1,3.348,2.353,3.175
0.769,0.094,1713.218,0.413,0.1,9.923,2.932,4.045
0.744,0.105,1701.847,0.426,0.1,3.204,3.328,4.636
0.843,0.092,1469.936,0.43,0.087,6.348,2.978,3.758
0.798,0.091,1393.089,0.395,0.09,2.139,2.484,3.376
0.868,0.104,1633.61,0.426,0.099,5.523,2.775,3.374
0.837,0.109,1571.891,0.348,0.083,2.021,1.812,2.35
0.863,0.103,1772.07,0.383,0.1,2.562,2.034,2.563
0.782,0.092,1550.852,0.34,0.098,6.384,1.887,2.613
0.843,0.097,1571.843,0.369,0.1,5.651,2.082,2.654
0.781,0.108,1607.904,0.414,0.09,2.507,2.901,3.967
0.902,0.104,1708.564,0.336,0.1,9.45,1.764,1.965
0.833,0.101,1519.759,0.399,0.099,4.802,2.495,3.216
0.79,0.097,1797.666,0.391,0.097,7.943,2.395,3.309
0.782,0.092,1612.225,0.363,0.1,9.7,2.129,2.948
0.769,0.092,1730.813,0.41,0.1,9.271,2.873,3.971
0.843,0.101,1607.787,0.411,0.1,7.461,2.662,3.372
0.774,0.092,1697.414,0.414,0.1,2.145,2.896,3.999
0.827,0.109,1396.207,0.417,0.095,7.128,2.829,3.661
0.781,0.096,1709.89,0.384,0.097,2.668,2.332,3.245
0.837,0.102,1607.276,0.453,0.097,5.417,3.459,4.393
0.867,0.096,1584.42,0.356,0.1,9.312,1.927,2.339
0.859,0.1,1441.738,0.408,0.1,2.955,2.476,3.063
0.855,0.094,1684.318,0.445,0.1,7.642,3.169,3.94
0.769,0.103,1453.654,0.375,0.1,4.269,2.358,3.288
0.747,0.101,1486.057,0.38,0.1,3.293,2.506,3.535
