DPCOEF,POROS,MMP,SOINIT,XKVH,SOLRAT,RF_1HCPV,RF_2HCPV
0.862,0.098,1556.993,0.352,0.1,5.511,1.899,2.33
0.812,0.097,1509.643,0.415,0.077,2.253,2.785,3.688
0.877,0.108,1513.991,0.395,0.1,4.601,2.309,2.742
0.82,0.103,1601.621,0.359,0.1,5.475,2.017,2.671
0.801,0.101,1538.747,0.385,0.1,6.049,2.413,3.244
0.752,0.102,1528.201,0.381,0.099,4.078,2.519,3.535
0.799,0.102,1824.128,0.414,0.088,5.507,2.716,3.704
0.85,0.103,1626.344,0.392,0.093,5.126,2.33,2.935
0.896,0.094,1517.072,0.403,0.1,3.209,2.324,2.651
0.779,0.099,1522.837,0.398,0.1,7.742,2.71,3.703
0.794,0.098,1715.569,0.414,0.094,4.652,2.826,3.831
0.762,0.094,1757.051,0.413,0.084,4.515,2.941,4.09
0.842,0.099,1659.637,0.394,0.1,2.611,2.309,2.972
0.911,0.101,1578.676,0.365,0.092,9.389,1.985,2.137
0.834,0.096,1694.144,0.391,0.1,7.345,2.337,3.032
0.83,0.098,1793.834,0.368,0.1,7.94,1.97,2.615
0.821,0.102,1472.963,0.442,0.1,7.606,3.353,4.34
0.747,0.101,1742.225,0.44,0.1,3.273,3.619,5.013
0.849,0.105,1735.04,0.394,0.1,3.034,2.259,2.893
0.828,0.104,1556.847,0.346,0.1,9.564,1.902,2.481
0.837,0.107,1529.176,0.388,0.1,2.126,2.262,2.92
0.888,0.101,1620.278,0.431,0.092,9.074,2.813,3.274
0.86,0.102,1521.389,0.381,0.1,9.341,2.216,2.719
0.859,0.105,1461.765,0.406,0.093,6.43,2.524,3.101
0.898,0.104,1808.099,0.371,0.094,4.985,1.881,2.176
0.931,0.102,1597.398,0.423,0.099,6.751,2.552,2.646
0.825,0.1,1591.558,0.431,0.09,6.344,3.088,3.999
0.752,0.097,1450.66,0.405,0.096,9.81,2.967,4.13
0.808,0.105,1601.248,0.406,0.1,4.807,2.693,3.587
0.861,0.103,1684.849,0.389,0.099,6.761,2.249,2.784
0.726,0.104,1511.302,0.412,0.092,6.196,3.267,4.567
0.738,0.095,1557.682,0.396,0.1,3.365,2.825,3.969
0.741,0.098,1479.457,0.415,0.091,8.999,3.245,4.515
0.85,0.099,1552.811,0.444,0.089,3.657,3.184,3.987
0.813,0.104,1741.983,0.423,0.1,6.841,2.913,3.862
0.796,0.105,1506.569,0.399,0.1,4.845,2.636,3.555
0.751,0.098,1372.921,0.447,0.097,8.777,3.88,5.322
0.85,0.102,1611.071,0.405,0.1,8.788,2.539,3.181
0.79,0.094,1624.879,0.354,0.094,3.136,1.969,2.723
0.781,0.099,1543.319,0.414,0.1,9.622,2.993,4.061
0.836,0.1,1645.997,0.423,0.084,3.163,2.81,3.619
0.821,0.103,1382.598,0.365,0.09,5.636,2.068,2.733
0.795,0.105,1547.595,0.41,0.1,7.587,2.864,3.842
0.834,0.098,1461.316,0.435,0.1,5.249,3.111,3.975
0.782,0.1,1503.384,0.378,0.098,6.437,2.379,3.266
0.862,0.102,1562.405,0.403,0.1,9.97,2.484,3.036
0.776,0.098,1598.017,0.38,0.1,4.065,2.385,3.303
0.763,0.108,1429.522,0.418,0.093,8.098,3.186,4.38
0.86,0.105,1435.046,0.403,0.096,7.271,2.485,3.049
0.845,0.098,1657.777,0.392,0.086,9.578,2.338,2.972
0.768,0.1,1569.711,0.346,0.096,2.803,1.937,2.727
0.754,0.097,1478.252,0.439,0.1,4.145,3.667,5.026
0.872,0.1,1505.633,0.397,0.1,8.129,2.383,2.851
0.858,0.102,1675.523,0.421,0.1,8.545,2.735,3.385
0.79,0.094,1396.523,0.39,0.1,7.728,2.511,3.423
0.837,0.105,1602.635,0.426,0.1,3.215,2.875,3.689
0.756,0.101,1554.672,0.368,0.1,4.644,2.301,3.234
0.814,0.109,1715.627,0.376,0.1,3.798,2.139,2.883
0.722,0.092,1705.627,0.385,0.1,8.12,2.648,3.76
0.799,0.104,1663.476,0.358,0.1,9.15,2.033,2.769
0.743,0.104,1563.175,0.394,0.1,6.903,2.799,3.914
0.81,0.095,1642.362,0.396,0.089,3.25,2.485,3.328
0.803,0.098,1645.388,0.362,0.1,8.947,2.071,2.806
0.806,0.105,1544.532,0.392,0.1,5.487,2.506,3.349
0.734,0.1,1753.015,0.372,0.09,3.397,2.312,3.317
0.795,0.099,1847.792,0.429,0.099,6.964,3.007,4.094
0.854,0.106,1537.906,0.398,0.1,2.67,2.36,2.95
0.796,0.094,1710.846,0.441,0.1,6.794,3.384,4.522
0.847,0.1,1600.273,0.386,0.1,9.772,2.279,2.877
0.796,0.102,1588.89,0.386,0.1,6.748,2.439,3.298
0.803,0.101,1563.783,0.386,0.1,8.855,2.421,3.248
0.822,0.097,1529.27,0.379,0.1,8.922,2.276,2.986
0.907,0.101,1779.631,0.419,0.098,3.335,2.408,2.738
0.752,0.102,1684.006,0.381,0.085,7.361,2.474,3.479
0.729,0.101,1581.65,0.381,0.1,6.273,2.631,3.716
0.829,0.102,1688.533,0.351,0.1,2.367,1.808,2.402
0.906,0.097,1674.94,0.444,0.094,3.483,2.866,3.245
0.93,0.104,1519.364,0.43,0.1,3.361,2.588,2.688
0.811,0.099,1478.056,0.382,0.1,6.96,2.342,3.115
0.809,0.108,1728.343,0.399,0.1,3.261,2.469,3.335
0.835,0.092,1715.753,0.396,0.097,4.435,2.372,3.091
0.821,0.099,1876.236,0.358,0.1,2.864,1.729,2.4
0.833,0.096,1359.037,0.4,0.085,2.49,2.403,3.12
0.881,0.101,1612.369,0.362,0.096,9.978,1.966,2.307
0.852,0.097,1668.134,0.393,0.1,5.169,2.312,2.911
0.813,0.103,1625.878,0.358,0.093,6.014,2.015,2.697
0.808,0.105,1671.701,0.403,0.1,2.291,2.559,3.446
0.834,0.096,1457.185,0.351,0.1,3.282,1.876,2.437
0.807,0.096,1316.519,0.406,0.088,6.791,2.665,3.57
0.807,0.105,1429.405,0.412,0.082,5.202,2.813,3.737
0.72,0.099,1561.555,0.402,0.1,6.898,3.081,4.327
0.766,0.099,1543.327,0.395,0.1,4.481,2.7,3.737
0.812,0.097,1749.403,0.354,0.1,5.932,1.876,2.551
0.868,0.099,1422.616,0.34,0.1,9.284,1.82,2.19
0.783,0.097,1582.289,0.386,0.094,6.935,2.482,3.397
0.816,0.102,1812.868,0.418,0.1,7.696,2.737,3.65
0.793,0.1,1600.872,0.408,0.1,9.402,2.803,3.779
0.751,0.103,1454.376,0.364,0.1,7.724,2.29,3.231
0.91,0.098,1528.972,0.411,0.083,7.178,2.442,2.669
0.876,0.1,1640.814,0.402,0.1,8.828,2.413,2.879
0.744,0.097,1346.455,0.369,0.092,7.543,2.35,3.355
0.847,0.106,1824.224,0.416,0.1,6.818,2.576,3.304
0.793,0.1,1620.815,0.424,0.089,3.92,3.065,4.124
0.936,0.096,1669.23,0.376,0.1,2.209,1.93,1.949
0.787,0.097,1599.688,0.407,0.094,5.367,2.804,3.806
0.777,0.094,1812.973,0.389,0.096,8.557,2.371,3.323
0.823,0.092,1628.081,0.353,0.1,6.185,1.932,2.555
0.871,0.1,1653.336,0.427,0.092,2.671,2.719,3.311
0.769,0.098,1741.73,0.423,0.085,5.524,3.12,4.294
0.846,0.107,1742.14,0.384,0.1,6.838,2.187,2.8
0.739,0.096,1371.21,0.4,0.093,3.897,2.876,4.056
0.895,0.104,1525.819,0.398,0.086,2.672,2.249,2.566
0.745,0.098,1510.564,0.37,0.1,6.463,2.395,3.377
0.893,0.097,1334.584,0.366,0.1,2.703,1.854,2.105
0.812,0.108,1751.073,0.425,0.1,2.095,2.87,3.849
0.806,0.104,1538.925,0.428,0.1,7.923,3.147,4.153
0.918,0.101,1549.903,0.414,0.08,5.667,2.448,2.621
0.931,0.102,1433.911,0.356,0.092,2.332,1.805,1.795
0.835,0.109,1856.986,0.433,0.1,6.777,2.895,3.775
0.756,0.101,1723.153,0.448,0.1,2.106,3.723,5.126
0.814,0.095,1622.395,0.418,0.1,4.612,2.869,3.787
0.817,0.094,1697.386,0.387,0.1,3.37,2.282,3.054
0.815,0.102,1699.701,0.391,0.093,5.163,2.378,3.174
0.823,0.102,1651.427,0.428,0.094,2.115,2.941,3.857
0.722,0.103,1476.98,0.38,0.096,9.773,2.669,3.793
0.846,0.095,1675.627,0.366,0.099,3.185,1.963,2.521
0.846,0.107,1621.668,0.423,0.082,9.665,2.841,3.578
0.754,0.101,1677.139,0.372,0.1,6.049,2.325,3.277
0.823,0.102,1613.332,0.433,0.1,2.541,3.063,4.0
0.823,0.093,1811.347,0.404,0.094,9.039,2.451,3.264
0.841,0.107,1640.895,0.401,0.092,5.313,2.485,3.176
0.746,0.101,1622.985,0.418,0.1,3.175,3.199,4.448
0.832,0.101,1731.78,0.342,0.1,4.165,1.741,2.303
0.784,0.107,1561.271,0.413,0.1,4.348,2.928,3.978
0.814,0.106,1538.417,0.404,0.1,6.868,2.678,3.528
0.858,0.097,1600.952,0.399,0.1,9.775,2.42,2.992
0.845,0.106,1626.512,0.374,0.1,3.488,2.09,2.67
0.755,0.103,1499.215,0.424,0.1,3.702,3.301,4.555
0.826,0.092,1660.857,0.378,0.1,9.754,2.18,2.864
0.916,0.097,1711.393,0.397,0.1,3.759,2.166,2.366
0.763,0.099,1624.17,0.368,0.089,3.841,2.238,3.141
0.876,0.101,1606.97,0.446,0.079,9.933,3.112,3.721
0.844,0.102,1530.295,0.372,0.1,7.238,2.142,2.71
0.858,0.096,1772.426,0.421,0.1,4.459,2.632,3.311
0.784,0.104,1689.786,0.379,0.099,3.937,2.292,3.174
0.785,0.104,1594.027,0.378,0.1,5.825,2.359,3.233
0.891,0.101,1652.289,0.392,0.098,4.564,2.208,2.561
0.795,0.106,1546.248,0.425,0.084,2.073,3.059,4.116
0.74,0.104,1403.765,0.411,0.089,2.559,3.074,4.316
0.828,0.097,1491.591,0.428,0.089,6.316,3.03,3.906
0.756,0.104,1419.615,0.351,0.1,4.102,2.051,2.912
0.863,0.107,1602.463,0.441,0.1,9.536,3.118,3.805
0.834,0.095,1639.177,0.356,0.095,7.562,1.952,2.535
0.881,0.108,1561.687,0.413,0.1,9.822,2.588,3.035
0.86,0.092,1609.187,0.373,0.081,8.441,2.09,2.584
0.753,0.1,1424.009,0.425,0.095,4.508,3.343,4.618
0.798,0.103,1696.512,0.427,0.1,7.956,3.114,4.168
0.858,0.104,1376.816,0.401,0.074,5.717,2.415,2.983
0.802,0.103,1643.478,0.391,0.1,6.109,2.464,3.317
0.918,0.1,1579.289,0.42,0.093,6.238,2.538,2.732
0.85,0.102,1481.892,0.429,0.1,7.475,2.941,3.662
0.72,0.102,1606.998,0.415,0.1,4.89,3.324,4.653
0.883,0.1,1701.432,0.433,0.084,8.273,2.82,3.344
0.75,0.101,1572.826,0.406,0.1,3.39,2.95,4.109
0.759,0.104,1557.27,0.409,0.1,4.859,2.998,4.142
0.85,0.098,1460.134,0.402,0.097,7.407,2.504,3.131
0.879,0.1,1629.859,0.397,0.089,8.766,2.332,2.766
0.818,0.091,1724.052,0.408,0.1,8.85,2.624,3.472
0.785,0.102,1619.004,0.401,0.084,4.69,2.706,3.691
0.794,0.096,1472.383,0.414,0.1,5.371,2.923,3.93
0.793,0.1,1653.061,0.437,0.1,4.097,3.341,4.482
0.79,0.096,1373.658,0.388,0.1,6.964,2.48,3.388
0.778,0.092,1729.265,0.391,0.094,4.993,2.491,3.455
0.829,0.1,1781.127,0.342,0.097,9.42,1.713,2.284
0.889,0.099,1630.68,0.399,0.1,4.804,2.312,2.691
0.788,0.099,1754.125,0.365,0.1,7.418,2.059,2.862
0.768,0.096,1423.333,0.413,0.1,7.332,3.036,4.17
0.872,0.107,1502.736,0.419,0.1,5.952,2.675,3.205
0.852,0.091,1538.971,0.413,0.091,2.169,2.592,3.257
0.899,0.105,1697.936,0.401,0.1,4.344,2.266,2.587
0.764,0.103,1595.234,0.4,0.086,7.654,2.802,3.871
0.76,0.096,1550.405,0.407,0.095,5.285,2.963,4.091
0.819,0.1,1468.679,0.401,0.088,2.556,2.525,3.332
0.83,0.109,1715.381,0.416,0.088,9.183,2.741,3.559
0.81,0.102,1360.78,0.431,0.1,6.684,3.146,4.147
0.827,0.095,1546.391,0.4,0.093,2.661,2.482,3.241
0.767,0.1,1509.045,0.362,0.1,2.37,2.128,2.991
0.81,0.1,1452.387,0.365,0.088,2.764,2.051,2.759
0.837,0.104,1475.976,0.388,0.1,9.991,2.366,3.027
0.804,0.106,1598.133,0.397,0.096,4.257,2.554,3.427
0.84,0.094,1576.93,0.375,0.097,7.622,2.167,2.77
0.807,0.098,1605.562,0.394,0.087,3.338,2.476,3.323
0.791,0.098,1678.577,0.365,0.1,4.083,2.088,2.88
0.787,0.109,1760.785,0.377,0.1,2.057,2.146,3.01
0.801,0.101,1446.025,0.414,0.1,8.851,2.909,3.878
0.724,0.105,1421.992,0.449,0.087,9.934,4.16,5.756
0.839,0.099,1540.133,0.371,0.1,5.023,2.115,2.713
0.874,0.103,1614.228,0.386,0.1,3.701,2.165,2.608
0.794,0.098,1434.088,0.386,0.095,3.306,2.407,3.279
0.734,0.106,1673.891,0.375,0.1,4.089,2.431,3.457
0.928,0.1,1617.329,0.373,0.1,5.066,1.999,2.057
0.781,0.104,1687.216,0.365,0.1,7.78,2.139,2.965
0.756,0.097,1553.82,0.433,0.08,7.68,3.535,4.841
0.796,0.102,1568.696,0.408,0.1,6.111,2.801,3.762
0.851,0.099,1713.89,0.381,0.1,5.164,2.142,2.719
0.786,0.093,1519.23,0.378,0.1,6.084,2.365,3.239
0.824,0.099,1562.021,0.403,0.094,6.505,2.615,3.409
0.802,0.101,1349.282,0.411,0.093,6.918,2.808,3.765
0.754,0.096,1617.083,0.378,0.1,7.214,2.453,3.437
0.791,0.096,1736.487,0.386,0.1,7.163,2.371,3.256
0.848,0.1,1370.855,0.381,0.086,3.683,2.146,2.712
0.829,0.098,1636.338,0.358,0.1,5.851,1.975,2.584
0.755,0.099,1733.209,0.389,0.1,4.686,2.55,3.591
0.764,0.1,1598.174,0.4,0.1,6.761,2.797,3.865
0.834,0.095,1537.369,0.408,0.095,5.987,2.647,3.399
0.866,0.096,1875.203,0.392,0.093,3.601,2.052,2.604
0.793,0.104,1408.026,0.449,0.1,7.44,3.646,4.847
0.827,0.096,1494.618,0.406,0.1,2.155,2.564,3.349
0.765,0.102,1756.278,0.43,0.09,4.508,3.282,4.524
0.788,0.099,1531.334,0.434,0.079,8.277,3.372,4.52
0.723,0.107,1719.923,0.423,0.096,8.135,3.432,4.8
0.857,0.094,1544.9,0.38,0.1,9.597,2.181,2.701
0.8,0.104,1716.034,0.393,0.1,6.695,2.464,3.338
0.867,0.1,1662.158,0.332,0.09,5.834,1.731,2.111
0.845,0.091,1590.403,0.394,0.1,7.335,2.39,3.025
0.87,0.097,1606.964,0.382,0.094,8.76,2.176,2.628
0.785,0.099,1478.826,0.362,0.1,6.797,2.155,2.966
0.768,0.098,1444.427,0.425,0.099,7.953,3.28,4.481
0.918,0.099,1674.278,0.41,0.1,4.508,2.349,2.548
0.847,0.106,1734.904,0.457,0.1,4.616,3.413,4.316
0.871,0.098,1676.292,0.397,0.1,2.565,2.263,2.767
0.718,0.099,1774.763,0.385,0.096,4.155,2.588,3.705
0.794,0.103,1759.338,0.379,0.093,5.929,2.233,3.075
0.852,0.104,1700.184,0.393,0.097,7.313,2.321,2.923
0.744,0.094,1764.585,0.383,0.1,6.381,2.467,3.503
0.823,0.102,1473.494,0.452,0.1,7.756,3.542,4.563
0.804,0.1,1680.102,0.371,0.1,5.63,2.15,2.916
0.721,0.095,1689.434,0.343,0.1,6.104,1.998,2.871
0.777,0.097,1466.481,0.364,0.099,5.741,2.197,3.047
0.784,0.093,1772.426,0.431,0.095,6.813,3.186,4.335
0.753,0.098,1339.766,0.411,0.078,4.713,3.028,4.229
0.832,0.097,1579.694,0.419,0.094,6.906,2.836,3.643
0.778,0.099,1362.179,0.384,0.086,5.253,2.442,3.386
0.783,0.101,1607.091,0.406,0.1,6.793,2.816,3.83
0.888,0.103,1572.375,0.412,0.098,4.742,2.501,2.908
0.809,0.101,1639.522,0.385,0.087,3.302,2.309,3.106
0.799,0.102,1694.963,0.414,0.1,3.559,2.798,3.781
0.848,0.105,1695.901,0.406,0.1,3.158,2.463,3.139
0.892,0.105,1676.393,0.382,0.089,3.27,2.056,2.385
0.725,0.105,1435.418,0.352,0.1,6.956,2.205,3.158
0.806,0.096,1574.115,0.377,0.092,9.028,2.267,3.044
0.829,0.097,1717.987,0.406,0.1,9.053,2.553,3.328
0.789,0.1,1650.549,0.404,0.099,7.831,2.74,3.717
0.858,0.098,1660.386,0.398,0.1,6.349,2.385,2.966
0.917,0.095,1502.106,0.378,0.1,5.702,2.061,2.18
0.904,0.098,1541.89,0.394,0.089,3.016,2.186,2.433
0.782,0.108,1810.815,0.366,0.1,3.591,2.004,2.841
0.775,0.098,1734.008,0.409,0.087,9.527,2.812,3.877
0.91,0.099,1472.296,0.428,0.089,4.565,2.645,2.906
0.808,0.091,1613.722,0.395,0.1,6.71,2.52,3.365
0.772,0.103,1597.139,0.374,0.1,6.935,2.344,3.248
0.845,0.099,1582.593,0.423,0.1,3.739,2.815,3.562
0.784,0.095,1591.051,0.383,0.1,8.074,2.435,3.334
0.782,0.107,1646.465,0.404,0.089,2.77,2.706,3.718
0.883,0.103,1823.103,0.356,0.1,4.151,1.738,2.102
0.764,0.103,1750.195,0.413,0.1,6.458,2.957,4.099
0.74,0.107,1750.076,0.395,0.081,5.887,2.717,3.84
0.782,0.099,1668.933,0.392,0.096,7.864,2.551,3.501
0.829,0.102,1356.265,0.437,0.1,9.669,3.176,4.087
0.755,0.096,1581.572,0.397,0.099,3.976,2.759,3.843
0.809,0.102,1603.357,0.342,0.095,2.282,1.795,2.435
0.832,0.092,1731.621,0.442,0.1,4.64,3.186,4.122
0.875,0.095,1782.151,0.341,0.1,8.59,1.692,2.059
0.776,0.099,1585.093,0.4,0.1,7.9,2.752,3.77
0.867,0.092,1532.557,0.407,0.083,6.107,2.5,3.035
0.777,0.1,1546.422,0.431,0.09,5.612,3.363,4.553
0.84,0.1,1624.608,0.41,0.092,5.04,2.625,3.354
0.804,0.101,1522.475,0.422,0.1,3.703,2.985,3.974
0.754,0.094,1773.244,0.418,0.1,4.728,3.065,4.278
0.846,0.096,1574.513,0.374,0.1,3.544,2.097,2.665
0.774,0.101,1857.71,0.412,0.099,2.523,2.703,3.806
0.766,0.102,1440.402,0.407,0.1,9.104,2.939,4.049
0.795,0.092,1483.897,0.377,0.1,3.949,2.289,3.118
0.836,0.1,1603.498,0.364,0.097,2.776,1.983,2.577
0.776,0.103,1746.036,0.416,0.1,6.007,2.95,4.054
0.768,0.094,1552.411,0.445,0.097,4.003,3.703,5.025
0.716,0.099,1728.957,0.415,0.086,5.229,3.273,4.604
0.809,0.098,1576.734,0.416,0.082,9.707,2.875,3.807
0.804,0.106,1737.33,0.369,0.093,3.497,2.053,2.815
0.776,0.096,1523.467,0.377,0.096,4.467,2.366,3.271
0.737,0.098,1591.446,0.403,0.1,6.109,2.998,4.19
0.804,0.105,1523.99,0.347,0.1,5.403,1.934,2.613
0.861,0.098,1496.825,0.409,0.086,2.79,2.501,3.082
0.847,0.1,1575.329,0.366,0.1,7.959,2.067,2.609
0.878,0.093,1545.453,0.391,0.095,5.763,2.267,2.691
0.715,0.108,1704.262,0.384,0.098,4.071,2.647,3.774
0.915,0.104,1686.868,0.361,0.1,8.161,1.924,2.067
0.792,0.101,1554.046,0.403,0.1,5.059,2.718,3.674
0.931,0.093,1862.708,0.387,0.095,4.546,1.931,2.047
0.779,0.094,1831.376,0.35,0.1,8.024,1.8,2.57
0.809,0.1,1778.386,0.394,0.087,2.885,2.337,3.18
0.794,0.098,1627.184,0.403,0.091,9.27,2.709,3.659
0.794,0.101,1572.426,0.364,0.099,2.376,2.078,2.853
0.873,0.101,1537.369,0.403,0.088,3.119,2.385,2.869
0.852,0.104,1352.017,0.382,0.087,3.857,2.141,2.685
0.933,0.098,1642.561,0.379,0.1,7.404,2.055,2.08
0.83,0.101,1616.397,0.42,0.087,7.496,2.862,3.693
0.808,0.103,1641.885,0.395,0.09,9.962,2.515,3.359
0.747,0.1,1623.725,0.389,0.099,6.376,2.66,3.726
0.939,0.104,1457.445,0.422,0.1,8.627,2.523,2.512
0.82,0.095,1665.838,0.434,0.098,5.614,3.123,4.08
0.844,0.103,1554.712,0.384,0.1,7.139,2.277,2.883
0.801,0.107,1604.929,0.351,0.089,2.487,1.906,2.606
0.82,0.098,1556.55,0.4,0.09,8.576,2.581,3.383
0.904,0.099,1362.928,0.413,0.077,7.211,2.437,2.704
0.765,0.094,1750.935,0.403,0.09,7.031,2.756,3.836
0.785,0.102,1463.622,0.411,0.1,3.763,2.87,3.901
0.762,0.101,1625.758,0.408,0.094,5.238,2.932,4.052
0.862,0.093,1754.961,0.441,0.1,3.833,2.987,3.722
0.739,0.103,1499.598,0.428,0.1,7.635,3.535,4.888
0.745,0.104,1572.328,0.365,0.1,9.964,2.299,3.251
0.786,0.106,1560.752,0.394,0.1,3.545,2.57,3.512
0.815,0.1,1426.727,0.394,0.1,2.992,2.436,3.237
0.801,0.1,1576.103,0.394,0.098,4.699,2.536,3.412
0.733,0.105,1593.779,0.437,0.1,6.04,3.76,5.193
0.91,0.099,1369.192,0.385,0.1,7.619,2.11,2.272
0.908,0.102,1596.422,0.405,0.078,5.969,2.365,2.611
0.784,0.101,1429.959,0.432,0.088,9.884,3.329,4.494
0.85,0.099,1760.872,0.351,0.098,7.925,1.809,2.314
0.824,0.094,1649.059,0.429,0.094,3.494,2.995,3.908
0.777,0.092,1400.781,0.417,0.099,4.35,3.032,4.144
0.781,0.099,1723.557,0.373,0.076,8.424,2.222,3.092
0.812,0.1,1555.123,0.384,0.1,9.026,2.376,3.155
0.802,0.104,1501.522,0.383,0.099,6.249,2.392,3.212
0.785,0.099,1513.789,0.375,0.1,5.605,2.317,3.176
0.865,0.097,1630.908,0.407,0.1,3.222,2.451,3.015
0.811,0.1,1421.159,0.448,0.1,3.97,3.484,4.572
0.836,0.097,1402.831,0.369,0.09,7.63,2.095,2.701
0.769,0.094,1641.064,0.376,0.088,2.392,2.299,3.219
0.818,0.095,1842.936,0.381,0.1,6.843,2.107,2.862
0.789,0.098,1594.987,0.438,0.1,3.813,3.392,4.554
0.817,0.092,1572.747,0.406,0.084,3.776,2.645,3.489
0.859,0.097,1802.509,0.374,0.1,5.368,1.965,2.488
0.857,0.103,1508.275,0.421,0.1,5.619,2.765,3.414
0.794,0.097,1508.08,0.435,0.095,7.192,3.361,4.479
0.843,0.095,1769.313,0.391,0.091,3.197,2.203,2.865
0.903,0.107,1647.904,0.37,0.1,4.75,1.978,2.204
0.832,0.101,1398.392,0.383,0.093,3.292,2.218,2.887
0.761,0.093,1657.752,0.374,0.1,6.243,2.346,3.287
0.84,0.094,1720.016,0.373,0.098,3.539,2.029,2.64
0.751,0.101,1522.062,0.369,0.095,9.04,2.363,3.327
0.881,0.1,1562.528,0.429,0.087,2.451,2.726,3.239
0.815,0.094,1488.631,0.358,0.1,6.537,2.027,2.696
0.798,0.097,1643.1,0.391,0.09,7.657,2.49,3.365
0.738,0.106,1654.145,0.342,0.091,9.176,1.972,2.82
0.798,0.101,1411.07,0.382,0.1,3.967,2.331,3.168
0.89,0.099,1659.141,0.412,0.099,7.424,2.499,2.903
0.723,0.097,1652.052,0.373,0.1,7.677,2.475,3.518
0.81,0.095,1379.525,0.457,0.1,6.602,3.7,4.841
0.899,0.099,1617.098,0.351,0.1,8.81,1.88,2.101
0.799,0.106,1636.388,0.365,0.095,5.658,2.121,2.882
0.804,0.093,1578.259,0.419,0.1,7.717,2.972,3.949
0.824,0.109,1766.722,0.446,0.084,3.473,3.256,4.266
0.808,0.096,1543.118,0.441,0.082,9.759,3.383,4.447
0.765,0.099,1409.964,0.42,0.1,6.921,3.201,4.396
0.722,0.093,1656.964,0.445,0.099,7.878,4.028,5.565
0.829,0.101,1633.429,0.425,0.1,4.407,2.912,3.772
0.896,0.1,1855.621,0.353,0.1,5.399,1.694,1.987
0.752,0.102,1504.048,0.425,0.1,3.415,3.351,4.63
0.773,0.1,1566.813,0.396,0.1,9.606,2.705,3.719
0.796,0.099,1588.119,0.394,0.1,9.246,2.57,3.467
0.865,0.103,1742.112,0.335,0.1,3.211,1.65,2.053
0.782,0.092,1573.171,0.406,0.1,3.962,2.793,3.812
0.883,0.1,1697.483,0.409,0.098,6.256,2.45,2.9
0.737,0.095,1468.076,0.42,0.1,2.954,3.307,4.612
0.903,0.099,1571.59,0.384,0.094,6.676,2.155,2.394
0.822,0.104,1467.021,0.364,0.1,4.126,2.055,2.713
0.837,0.095,1804.828,0.393,0.1,7.129,2.265,2.965
0.796,0.106,1478.875,0.387,0.094,2.629,2.404,3.27
0.86,0.105,1574.651,0.416,0.098,3.306,2.625,3.247
0.765,0.099,1421.684,0.376,0.082,6.22,2.399,3.354
0.735,0.091,1781.042,0.365,0.099,7.56,2.187,3.146
0.799,0.104,1639.784,0.393,0.1,6.67,2.525,3.402
0.876,0.105,1817.794,0.406,0.089,4.503,2.304,2.822
0.854,0.096,1387.229,0.381,0.095,6.657,2.175,2.71
0.815,0.106,1477.471,0.362,0.088,4.194,2.053,2.732
0.823,0.106,1561.551,0.393,0.084,9.672,2.469,3.227
0.757,0.1,1638.934,0.443,0.1,3.288,3.68,5.043
0.873,0.104,1543.543,0.444,0.084,6.882,3.113,3.735
0.861,0.099,1672.266,0.412,0.1,5.681,2.574,3.186
0.836,0.101,1472.405,0.418,0.1,4.756,2.787,3.562
0.809,0.098,1631.885,0.373,0.1,5.959,2.195,2.947
0.913,0.096,1567.645,0.388,0.089,2.954,2.111,2.285
0.883,0.103,1602.483,0.404,0.1,5.437,2.418,2.846
0.835,0.091,1621.673,0.416,0.1,9.192,2.748,3.528
0.796,0.101,1403.833,0.369,0.1,3.223,2.14,2.929
0.83,0.105,1783.057,0.395,0.1,6.489,2.333,3.07
0.824,0.097,1703.777,0.368,0.1,8.247,2.063,2.731
0.799,0.098,1582.209,0.407,0.091,8.557,2.763,3.703
0.788,0.101,1614.596,0.418,0.079,3.385,2.974,4.03
0.801,0.097,1376.527,0.424,0.1,7.918,3.062,4.085
0.824,0.104,1599.384,0.414,0.1,8.096,2.802,3.642
0.804,0.099,1577.014,0.368,0.092,6.374,2.167,2.922
0.781,0.101,1559.629,0.423,0.1,5.387,3.167,4.289
0.855,0.097,1717.691,0.385,0.086,2.493,2.124,2.692
0.817,0.093,1480.96,0.424,0.1,2.067,2.922,3.844
0.741,0.096,1478.146,0.378,0.087,6.662,2.533,3.573
0.796,0.093,1606.575,0.396,0.1,4.89,2.568,3.473
0.884,0.1,1662.694,0.403,0.1,4.242,2.343,2.767
0.854,0.101,1363.555,0.348,0.1,2.914,1.776,2.226
0.79,0.093,1614.083,0.433,0.1,9.462,3.289,4.41
0.902,0.094,1531.875,0.398,0.1,3.46,2.255,2.527
0.744,0.1,1690.808,0.372,0.1,7.293,2.353,3.332
0.912,0.104,1590.512,0.368,0.089,2.311,1.911,2.07
0.778,0.101,1727.181,0.411,0.1,7.262,2.857,3.919
0.715,0.095,1567.312,0.357,0.1,7.227,2.291,3.269
0.804,0.105,1723.58,0.393,0.1,9.249,2.455,3.309
0.795,0.106,1674.105,0.4,0.1,6.739,2.639,3.571
0.819,0.098,1724.177,0.376,0.1,2.203,2.085,2.812
0.863,0.101,1716.249,0.364,0.1,9.669,1.949,2.41
0.873,0.1,1595.881,0.397,0.1,2.788,2.286,2.762
0.8,0.107,1557.403,0.386,0.091,3.917,2.394,3.233
